Nb-Days, CLEWE ,CLEWE-Vol, CAC ,CAC-Vol,Spread,time,
1,1722.8,0.101673371,4559.4,0.108258004,-0.006584634,1169,-4.64
1,1708.1,0.101765073,4533.18,0.108461352,-0.006696279,1170,-4.64
3,1705.34,0.101764881,4546.12,0.10846155,-0.006696669,1173,-4.65
1,1719.89,0.101992117,4569.66,0.108747296,-0.006755179,1174,-4.66
1,1721.8,0.10236101,4582.83,0.109153514,-0.006792503,1175,-4.66
1,1728.11,0.102424071,4591.92,0.10919399,-0.006769919,1176,-4.67
1,1721.32,0.102119561,4566.48,0.108857511,-0.00673795,1177,-4.67
3,1698.7,0.101952704,4506.84,0.108704692,-0.006751988,1180,-4.68
1,1695.72,0.102826223,4495.17,0.109623454,-0.006797232,1181,-4.69
1,1700.66,0.103072654,4511.51,0.109910179,-0.006837524,1182,-4.69
